P_L,ano,margem_liq,divida_liq_EBITDA,liq_corrente,liq_imediata,LPA,VPA,P_VP,P_EBIT,P_EBITDA,P_ativos,margem_EBITDA,PSR,ROE,ROA,ROIC,EV_EBIT,EV_EBITDA,DY,tick
19.0,2012,0.07,1.12,0.58,0.09,3.08,18.84,3.11,10.42,7.28,1.17,0.18,1.33,0.16,0.06,0.13,39.92,27.92,0.0308,CGAS5
11.26,2013,0.1,1.07,1.07,0.38,5.17,22.17,2.63,6.51,4.97,1.01,0.22,1.1,0.23,0.09,0.19,25.02,19.11,0.0173,CGAS5
9.7,2014,0.1,1.01,1.24,0.65,5.03,25.5,1.91,5.66,4.14,0.78,0.22,0.93,0.2,0.08,0.18,25.38,18.59,0.0352,CGAS5
7.01,2015,0.11,1.2,1.36,0.96,5.65,25.65,1.54,4.19,3.21,0.55,0.23,0.74,0.22,0.08,0.21,22.52,17.23,0.1432,CGAS5
6.48,2016,0.16,1.57,1.52,1.06,7.08,20.34,2.26,3.71,2.97,0.67,0.35,1.03,0.35,0.1,0.3,16.8,13.47,0.2575,CGAS5
12.17,2017,0.12,2.09,1.06,0.55,4.93,15.51,3.87,6.83,5.14,0.9,0.27,1.41,0.32,0.07,0.21,23.62,17.78,0.17629999999999998,CGAS5
5.79,2018,0.2,1.34,1.69,0.31,10.15,20.61,2.85,4.21,3.55,0.93,0.32,1.13,0.49,0.16,0.27,14.95,12.61,0.0815,CGAS5
13.79,2019,0.14,10.1,0.99,0.39,10.33,3.92,36.38,8.68,7.51,2.23,0.26,1.98,2.64,0.16,0.35,13.19,11.41,0.11470000000000001,CGAS5
15.94,2020,0.16,7.01,1.04,0.31,11.67,5.76,32.31,10.24,9.26,2.91,0.27,2.53,2.03,0.18,0.36,12.09,10.94,0.0933,CGAS5
23.34,2010,0.05,1.91,1.48,0.74,0.48,4.09,2.73,9.16,6.72,0.76,0.16,1.09,0.12,0.03,0.1,23.04,16.89,0.0,JSLG3
31.56,2011,0.02,2.81,1.6,0.62,0.3,4.23,2.21,8.06,4.32,0.48,0.18,0.77,0.07,0.02,0.07,27.8,14.9,0.019299999999999998,JSLG3
38.05,2012,0.02,2.77,1.23,0.35,0.37,4.42,3.17,9.89,5.06,0.66,0.15,0.75,0.08,0.02,0.08,22.14,11.33,0.0064,JSLG3
36.01,2013,0.02,3.44,1.41,0.51,0.44,4.73,3.37,9.61,4.85,0.59,0.15,0.72,0.09,0.02,0.08,20.34,10.27,0.0075,JSLG3
36.1,2014,0.01,4.64,1.53,0.64,0.35,4.92,2.59,5.87,3.12,0.36,0.16,0.49,0.07,0.01,0.08,17.65,9.36,0.0078000000000000005,JSLG3
30.95,2015,0.01,6.22,1.4,0.69,0.23,4.94,1.46,2.54,1.36,0.17,0.18,0.25,0.05,0.01,0.09,15.68,8.38,0.0069,JSLG3
-10.64,2016,-0.03,10.38,0.85,0.33,-0.84,2.8,3.2,3.9,1.86,0.22,0.16,0.29,-0.3,-0.02,0.07,19.57,9.34,0.10800000000000001,JSLG3
92.81,2017,0.0,6.95,1.43,0.78,0.09,5.87,1.41,2.37,1.36,0.15,0.17,0.23,0.02,0.0,0.09,14.66,8.4,0.0,JSLG3
7.52,2018,0.02,9.62,1.78,1.2,0.93,6.08,1.15,1.49,0.89,0.09,0.2,0.18,0.15,0.01,0.1,12.12,7.29,0.0215,JSLG3
17.3,2019,0.03,6.1,1.9,1.24,1.55,11.5,2.33,4.61,2.62,0.27,0.22,0.57,0.13,0.02,0.09,11.0,6.24,0.0,JSLG3
25.36,2020,0.02,6.88,2.13,1.44,0.84,11.13,1.91,4.51,2.24,0.2,0.2,0.45,0.08,0.01,0.07,14.17,7.05,0.009000000000000001,JSLG3
-5.01,2011,-0.16,1.35,1.75,0.33,-0.4,3.52,0.57,-10.77,0.0,0.18,0.0,0.78,-0.11,-0.04,-0.02,-20.01,0.0,0.0,VIVR3
-0.46,2012,-1.39,2.13,1.24,0.13,-1.38,1.76,0.36,-0.61,0.0,0.08,0.0,0.64,-0.78,-0.18,-0.15,-3.31,0.0,0.0,VIVR3
-0.3,2013,-0.54,3.22,1.55,0.19,-0.84,0.94,0.27,-0.62,0.0,0.04,0.0,0.16,-0.89,-0.14,-0.08,-6.79,0.0,0.0,VIVR3
-0.14,2014,-1.47,11.86,1.14,0.03,-0.69,0.24,0.41,-0.22,0.0,0.02,0.0,0.21,-2.86,-0.15,-0.1,-6.66,0.0,0.0,VIVR3
-0.04,2015,-2.34,-5.6,0.81,0.02,-0.77,-0.54,-0.06,-0.06,0.0,0.01,0.0,0.09,1.41,-0.2,-0.12,-6.93,0.0,0.0,VIVR3
-0.02,2016,20.35,-2.05,0.59,0.03,-80.5,-118.43,-0.01,-0.03,0.0,0.01,0.0,-0.39,0.68,-0.35,-0.26,-4.44,0.0,0.0,VIVR3
-0.07,2017,-23.8,-9.06,0.86,0.02,-27.68,-15.12,-0.12,-0.08,0.0,0.01,0.0,1.55,1.83,-0.14,-0.12,-6.68,0.0,0.0,VIVR3
-1.06,2018,-2.32,5.83,1.03,0.02,-0.44,0.1,4.55,-2.46,0.0,0.32,0.0,2.46,-4.28,-0.3,-0.13,-4.02,0.0,0.0,VIVR3
-0.54,2019,1.52,-1.46,0.45,0.01,-4.72,-2.88,-0.89,-0.72,0.0,0.23,0.0,-0.82,1.64,-0.43,-0.33,-1.65,0.0,0.0,VIVR3
-0.37,2020,1.63,-1.38,0.44,0.01,-4.62,-3.09,-0.56,-0.49,-0.49,0.16,1.23,-0.61,1.49,-0.43,-0.35,-1.65,-1.67,0.0,VIVR3
-3.58,2015,-0.29,2.52,0.4,0.17,-1.74,3.3,1.89,-236.42,4.1,0.28,0.25,1.03,-0.53,-0.08,0.0,-2323.03,40.3,0.0,RAIL3
-7.82,2016,-0.24,1.5,0.68,0.35,-0.79,4.24,1.45,28.55,5.21,0.36,0.37,1.91,-0.19,-0.05,0.01,152.88,27.88,0.0,RAIL3
-78.99,2017,-0.04,1.21,1.25,0.05,-0.16,5.14,2.52,14.28,7.33,0.77,0.46,3.4,-0.03,-0.01,0.06,32.61,16.75,0.0,RAIL3
96.73,2018,0.04,1.28,1.65,0.06,0.18,5.32,3.2,15.14,8.17,0.98,0.49,4.03,0.03,0.01,0.07,26.92,14.54,0.0,RAIL3
51.7,2019,0.11,1.36,1.63,0.65,0.5,5.53,4.72,19.25,10.63,1.24,0.54,5.74,0.09,0.02,0.07,21.97,12.13,0.0,RAIL3
75.9,2020,0.07,1.78,1.47,0.96,0.31,5.36,4.43,19.53,11.61,1.04,0.46,5.38,0.06,0.01,0.06,25.54,15.19,0.0,RAIL3
6.5,2008,0.15,0.33,3.28,0.27,0.52,5.93,0.57,8.83,8.21,0.34,0.12,0.96,0.09,0.05,0.04,17.82,16.58,0.0147,TCSA3
13.5,2009,0.15,0.91,2.4,0.67,0.77,6.76,1.54,13.62,12.15,0.67,0.17,2.05,0.11,0.05,0.06,11.42,10.19,0.0115,TCSA3
8.05,2010,0.14,1.09,2.22,0.34,1.38,8.22,1.35,7.56,7.13,0.51,0.16,1.14,0.17,0.06,0.08,8.44,7.96,0.016200000000000003,TCSA3
12.98,2011,0.09,0.91,2.52,0.4,0.77,8.78,1.15,14.38,13.05,0.47,0.09,1.17,0.09,0.04,0.04,14.21,12.89,0.0259,TCSA3
-8.77,2012,-0.13,1.34,1.93,0.17,-0.92,7.71,1.05,-9.08,-9.91,0.36,-0.11,1.11,-0.12,-0.04,-0.04,-14.97,-16.32,0.037200000000000004,TCSA3
5.83,2013,0.16,1.44,2.03,0.21,1.54,8.49,1.06,5.16,4.97,0.36,0.18,0.91,0.18,0.06,0.08,8.41,8.11,0.0,TCSA3
3.27,2014,0.13,1.39,1.7,0.14,1.18,9.44,0.41,3.79,3.54,0.14,0.12,0.43,0.12,0.04,0.04,15.84,14.79,0.12210000000000001,TCSA3
1.66,2015,0.23,0.79,1.67,0.15,1.63,9.51,0.28,1.94,1.89,0.13,0.2,0.38,0.17,0.08,0.07,7.76,7.56,0.07780000000000001,TCSA3
-1.3,2016,-1.34,0.74,1.62,0.09,-1.67,5.29,0.41,-1.27,-1.28,0.19,-1.35,1.73,-0.31,-0.15,-0.15,-3.8,-3.82,0.0741,TCSA3
-1.28,2017,-1.73,0.66,1.78,0.05,-1.6,3.22,0.64,-1.44,-1.45,0.29,-1.53,2.22,-0.5,-0.23,-0.21,-3.07,-3.09,0.0,TCSA3
-1.7,2018,-1.62,0.78,1.35,0.06,-0.85,2.36,0.61,-2.21,-2.23,0.25,-1.23,2.74,-0.36,-0.15,-0.11,-6.29,-6.35,0.0,TCSA3
-5.16,2019,-0.72,0.37,2.08,0.93,-0.35,1.28,1.42,-6.35,-6.42,0.78,-0.57,3.69,-0.28,-0.15,-0.15,-3.82,-3.86,0.0,TCSA3
-3.13,2020,-0.8,0.34,1.73,0.63,-3.46,12.05,0.9,-3.79,-3.82,0.49,-0.66,2.51,-0.29,-0.16,-0.15,-4.2,-4.23,0.0,TCSA3
12.74,2016,0.04,1.22,1.69,0.43,0.61,4.44,1.76,8.03,6.65,0.85,0.1,0.69,0.14,0.07,0.15,11.32,9.38,0.0204,CAML3
7.94,2017,0.05,0.71,3.48,1.03,0.89,5.29,1.33,7.57,6.05,0.65,0.1,0.61,0.17,0.08,0.11,12.98,10.38,0.0227,CAML3
13.89,2018,0.08,0.66,2.24,0.36,0.65,6.08,1.48,11.15,8.26,0.69,0.07,0.62,0.11,0.05,0.08,16.89,12.51,0.0155,CAML3
16.36,2019,0.04,0.75,2.17,0.46,0.65,6.08,1.75,13.13,9.72,0.82,0.07,0.73,0.11,0.05,0.08,16.89,12.51,0.016,CAML3
278.33,1999,0.06,1.06,0.81,0.0,1.65,16.57,27.76,186.42,0.0,8.82,0.0,16.88,0.1,0.03,0.05,107.86,0.0,0.0,PETR4
4.98,2000,0.2,0.68,1.21,0.0,9.19,23.22,1.97,3.54,0.0,0.74,0.0,1.0,0.4,0.15,0.22,20.48,0.0,0.17850000000000002,PETR4
5.54,2001,0.17,0.65,1.55,0.0,9.24,26.71,1.92,4.31,0.0,0.74,0.0,0.97,0.35,0.13,0.18,22.43,0.0,0.0659,PETR4
6.38,2002,0.11,0.91,1.31,0.0,7.27,31.05,1.49,4.69,0.0,0.52,0.0,0.73,0.23,0.08,0.12,28.02,0.0,0.0709,PETR4
4.28,2003,0.2,0.83,1.41,0.0,17.85,46.5,1.64,2.91,0.0,0.61,0.0,0.88,0.38,0.14,0.22,10.86,0.0,0.060599999999999994,PETR4
5.47,2004,0.18,0.58,1.51,0.0,17.76,58.85,1.65,3.56,0.0,0.72,0.0,0.98,0.3,0.13,0.22,10.28,0.0,0.0538,PETR4
6.34,2005,0.19,0.53,1.42,0.0,5.87,19.37,1.92,4.1,0.0,0.89,0.0,1.19,0.3,0.14,0.23,7.92,0.0,0.1118,PETR4
7.61,2006,0.18,0.42,1.4,0.0,6.54,23.94,2.08,5.21,4.22,1.04,0.33,1.38,0.27,0.14,0.21,7.49,6.06,0.0416,PETR4
15.98,2007,0.14,0.32,1.12,0.0,5.53,27.39,3.23,10.68,8.23,1.68,0.28,2.27,0.2,0.1,0.17,8.49,6.54,0.0154,PETR4
6.21,2008,0.15,0.45,1.02,0.0,3.68,16.07,1.42,4.1,3.27,0.69,0.28,0.93,0.23,0.11,0.18,6.82,5.44,0.0219,PETR4
9.69,2009,0.18,0.62,1.32,0.0,3.79,18.36,2.0,7.07,5.34,0.93,0.33,1.76,0.21,0.1,0.14,8.11,6.13,0.028300000000000002,PETR4
9.92,2010,0.17,0.38,1.88,0.99,2.75,23.78,1.15,7.81,5.89,0.68,0.28,1.67,0.12,0.07,0.1,7.28,5.48,0.0363,PETR4
8.47,2011,0.14,0.47,1.78,0.77,2.54,25.47,0.84,6.34,4.52,0.47,0.25,1.15,0.1,0.06,0.08,8.43,6.02,0.0405,PETR4
12.15,2012,0.07,0.57,1.7,0.7,1.61,26.48,0.74,8.09,4.78,0.38,0.19,0.9,0.06,0.03,0.05,13.26,7.84,0.026600000000000002,PETR4
9.68,2013,0.08,0.77,1.49,0.56,1.76,26.78,0.64,6.48,3.55,0.3,0.21,0.73,0.07,0.03,0.05,14.31,7.82,0.0,PETR4
-5.96,2014,-0.07,1.13,1.63,0.83,-1.68,23.82,0.42,-5.96,14.92,0.16,0.03,0.39,-0.07,-0.03,-0.03,-25.19,63.02,0.0998,PETR4
-2.48,2015,-0.11,1.91,1.52,0.9,-2.7,19.77,0.34,-6.63,3.44,0.1,0.08,0.27,-0.14,-0.04,-0.02,-50.2,26.08,0.0,PETR4
-14.87,2016,-0.05,1.53,1.8,0.88,-1.0,19.38,0.77,11.77,2.98,0.24,0.23,0.69,-0.05,-0.02,0.02,35.44,8.98,0.0,PETR4
557.07,2017,0.0,1.34,1.89,0.98,0.03,20.67,0.78,5.56,2.62,0.25,0.28,0.74,0.0,0.0,0.05,14.58,6.86,0.0,PETR4
11.08,2018,0.08,1.15,1.48,0.6,2.05,21.74,1.04,4.56,2.73,0.34,0.31,0.85,0.09,0.03,0.08,8.31,4.97,0.0397,PETR4
9.61,2019,0.14,1.17,0.97,0.29,3.14,22.93,1.32,4.82,2.81,0.43,0.46,1.3,0.14,0.04,0.09,7.2,4.19,0.0212,PETR4
-21.47,2020,-0.04,1.97,1.21,0.62,-1.0,18.01,1.19,12.83,3.4,0.29,0.28,0.94,-0.06,-0.01,0.03,29.9,7.93,0.028999999999999998,PETR4
36.85,2020,0.07,0.08,6.41,5.18,0.39,17.11,0.84,24.56,25.57,0.65,0.1,2.59,0.02,0.02,0.1,-1.25,-1.3,0.0,MTRE3
34.0,2007,0.38,0.33,3.62,0.0,0.85,13.25,2.19,46.52,28.1,1.32,0.46,12.9,0.06,0.04,0.03,169.94,102.64,0.0086,IGTA3
10.95,2008,0.41,0.27,2.15,0.0,1.19,14.57,0.89,9.47,6.39,0.59,0.7,4.46,0.08,0.05,0.06,72.49,48.9,0.0346,IGTA3
30.97,2009,0.4,0.24,5.42,0.0,1.1,17.41,1.95,22.46,17.66,1.37,0.7,12.42,0.06,0.04,0.06,54.33,42.72,0.024700000000000003,IGTA3
21.62,2010,0.58,0.33,4.99,4.33,1.92,18.79,2.21,19.91,17.77,1.43,0.7,12.49,0.1,0.07,0.1,36.75,32.79,0.0161,IGTA3
17.77,2011,0.47,0.69,3.3,2.84,1.95,19.98,1.73,13.03,11.65,0.94,0.71,8.32,0.1,0.05,0.1,31.22,27.89,0.0199,IGTA3
16.03,2012,0.66,0.84,3.37,2.91,1.7,11.2,2.43,11.82,10.63,1.21,0.99,10.52,0.15,0.08,0.14,18.5,16.64,0.013999999999999999,IGTA3
21.19,2013,0.44,0.85,3.45,2.82,1.05,13.18,1.69,13.56,11.66,0.85,0.8,9.38,0.08,0.04,0.08,24.6,21.15,0.0179,IGTA3
18.62,2014,0.4,0.83,1.73,1.25,1.32,14.13,1.74,11.82,9.62,0.88,0.78,7.52,0.09,0.05,0.09,20.79,16.91,0.014199999999999999,IGTA3
17.02,2015,0.31,0.79,1.14,0.71,1.11,14.92,1.27,8.3,6.62,0.66,0.79,5.25,0.07,0.04,0.09,19.61,15.65,0.018000000000000002,IGTA3
28.55,2016,0.25,0.82,1.76,1.3,0.93,15.52,1.72,11.4,9.04,0.9,0.78,7.05,0.06,0.03,0.09,19.07,15.11,0.0127,IGTA3
31.48,2017,0.32,0.75,2.05,1.41,1.25,15.89,2.48,15.99,12.87,1.37,0.78,10.05,0.08,0.04,0.09,18.01,14.49,0.0173,IGTA3
28.15,2018,0.36,0.79,3.38,2.63,1.48,16.11,2.58,16.36,13.15,1.39,0.77,10.19,0.09,0.05,0.1,17.33,13.93,0.0,IGTA3
29.75,2019,0.42,0.79,4.33,3.68,1.78,16.99,3.11,18.43,14.69,1.66,0.84,12.39,0.1,0.06,0.11,15.0,11.96,0.004,IGTA3
22.56,2020,0.37,0.84,2.86,2.5,1.54,17.03,2.04,12.94,10.76,1.04,0.78,8.34,0.09,0.05,0.1,16.5,13.71,0.006,IGTA3
-533.61,2006,0.0,0.32,3.14,0.0,-0.06,11.13,2.64,38.11,0.0,1.38,0.0,0.62,0.0,0.0,0.05,27.76,0.0,0.0,PFRM3
36.31,2007,0.02,0.42,3.13,0.0,0.99,12.26,2.94,20.75,0.0,1.41,0.0,0.58,0.08,0.04,0.09,13.23,0.0,0.0039000000000000003,PFRM3
5.58,2008,0.01,0.42,2.8,0.0,0.95,13.04,0.41,2.56,2.44,0.21,0.03,0.07,0.07,0.04,0.1,11.36,10.8,0.0151,PFRM3
9.76,2009,0.02,0.28,2.55,0.0,1.7,14.68,1.13,5.47,5.25,0.57,0.04,0.21,0.12,0.06,0.15,7.81,7.51,0.0066,PFRM3
14.28,2010,0.01,0.23,2.32,0.03,1.09,15.62,0.99,7.45,6.94,0.48,0.02,0.16,0.07,0.03,0.1,10.9,10.16,0.0168,PFRM3
12.31,2011,0.01,0.26,2.23,0.04,0.87,16.29,0.66,5.58,5.16,0.29,0.02,0.11,0.05,0.02,0.08,11.96,11.06,0.0121,PFRM3
10.72,2012,0.01,0.39,1.88,0.07,1.35,17.53,0.83,5.55,5.11,0.33,0.02,0.12,0.08,0.03,0.1,9.64,8.88,0.0097,PFRM3
28.91,2013,0.01,0.95,1.82,0.08,0.64,17.53,1.06,7.88,7.15,0.34,0.02,0.17,0.04,0.01,0.06,14.64,13.27,0.010700000000000001,PFRM3
-6.97,2014,-0.02,0.6,1.72,0.22,-1.29,17.07,0.53,18.12,10.01,0.2,0.01,0.11,-0.08,-0.03,0.02,44.37,24.52,0.014499999999999999,PFRM3
-10.2,2015,-0.01,0.79,1.38,0.21,-0.5,16.55,0.31,3.46,2.73,0.09,0.02,0.06,-0.03,-0.01,0.04,15.6,12.33,0.0,PFRM3
-10.94,2016,-0.01,0.8,1.46,0.18,-0.76,11.69,0.71,7.06,9.46,0.2,0.01,0.13,-0.06,-0.02,0.04,13.81,18.52,0.0,PFRM3
-5.03,2017,-0.03,1.02,1.04,0.12,-1.48,9.76,0.76,-51.68,28.14,0.22,0.0,0.14,-0.15,-0.04,-0.01,-110.03,59.9,0.0,PFRM3
-54.07,2018,0.0,0.62,1.38,0.16,-0.07,8.25,0.48,8.69,5.49,0.17,0.02,0.11,-0.01,0.0,0.03,18.81,11.88,0.0,PFRM3
57.22,2019,0.0,0.67,1.33,0.14,0.11,8.11,0.8,12.92,8.32,0.25,0.02,0.17,0.01,0.0,0.03,17.57,11.31,0.0,PFRM3
28.48,2020,0.0,0.9,1.25,0.14,0.19,8.12,0.65,8.97,6.09,0.18,0.02,0.13,0.02,0.01,0.03,17.51,11.88,0.0,PFRM3
70.25,2006,0.07,0.36,4.0,0.0,0.45,7.87,4.06,51.59,51.09,2.21,0.1,4.98,0.06,0.03,0.04,13.61,13.48,0.0,GFSA3
34.1,2007,0.11,0.45,3.4,0.0,0.97,11.95,2.78,30.26,29.73,1.46,0.12,3.67,0.08,0.04,0.05,8.91,8.75,0.003,GFSA3
8.16,2008,0.1,0.75,2.84,0.0,1.28,16.03,0.65,6.65,5.32,0.25,0.15,0.79,0.08,0.03,0.04,10.38,8.3,0.02,GFSA3
16.41,2009,0.09,1.31,2.42,0.0,1.72,14.29,1.98,10.19,9.54,0.61,0.16,1.56,0.12,0.04,0.06,8.0,7.49,0.0070999999999999995,GFSA3
11.76,2010,0.12,0.87,3.04,0.6,1.02,8.78,1.37,9.25,8.72,0.54,0.16,1.39,0.12,0.05,0.07,4.75,4.48,0.01,GFSA3
-1.97,2011,-0.31,1.37,1.52,0.2,-2.09,6.36,0.65,-2.95,-3.43,0.19,-0.18,0.61,-0.33,-0.1,-0.07,-5.55,-6.44,0.0558,GFSA3
-27.17,2012,-0.02,1.45,2.51,0.58,-0.17,6.22,0.76,11.85,7.86,0.22,0.07,0.52,-0.03,-0.01,0.02,16.34,10.84,0.0,GFSA3
1.69,2013,0.33,0.95,2.12,0.75,2.08,7.72,0.46,3.27,2.87,0.18,0.19,0.56,0.27,0.11,0.07,3.59,3.15,0.08779999999999999,GFSA3
-19.35,2014,-0.02,0.85,2.07,0.51,-0.11,8.09,0.27,-41.6,19.76,0.12,0.02,0.39,-0.01,-0.01,0.0,-100.25,47.61,0.0364,GFSA3
12.4,2015,0.03,0.69,2.11,0.35,0.2,8.43,0.29,7.63,5.45,0.13,0.07,0.39,0.02,0.01,0.02,17.21,12.3,0.0,GFSA3
-0.61,2016,-1.27,0.85,1.49,0.11,-3.07,5.1,0.36,-1.48,-1.59,0.13,-0.48,0.77,-0.6,-0.22,-0.1,-4.12,-4.43,0.0269,GFSA3
-0.67,2017,-1.4,1.45,1.43,0.12,-30.31,27.07,0.76,-0.66,-0.69,0.2,-1.37,0.94,-1.12,-0.3,-0.33,-1.77,-1.84,0.0,GFSA3
-1.75,2018,-0.44,1.8,1.62,0.13,-9.65,11.27,1.5,-2.04,-2.17,0.29,-0.36,0.77,-0.86,-0.17,-0.16,-3.66,-3.89,0.0,GFSA3
-80.03,2019,-0.03,0.82,1.44,0.33,-0.11,7.46,1.16,94.58,42.59,0.41,0.06,2.6,-0.01,-0.01,0.01,81.09,36.52,0.0,GFSA3
79.37,2020,0.02,0.8,1.7,0.35,0.06,7.35,0.63,17.92,13.06,0.22,0.11,1.48,0.01,0.0,0.02,29.77,21.7,0.0,GFSA3
17.71,2009,0.1,0.38,0.44,0.23,0.32,9.51,0.6,9.57,5.86,0.29,0.31,1.85,0.03,0.02,0.03,7.93,4.86,0.0,TPIS3
47.45,2010,0.06,0.45,0.54,0.33,0.21,9.64,1.01,11.39,8.42,0.47,0.31,2.61,0.02,0.01,0.04,6.0,4.44,0.0195,TPIS3
105.57,2011,0.02,0.79,0.6,0.4,0.09,9.32,1.01,10.24,7.47,0.4,0.26,1.97,0.01,0.0,0.04,8.21,5.99,0.0202,TPIS3
3.54,2012,0.55,0.76,0.73,0.4,3.53,12.62,0.99,2.74,2.14,0.36,0.92,1.96,0.28,0.1,0.14,2.18,1.7,0.0264,TPIS3
-22.0,2013,-0.09,0.64,0.58,0.14,-0.43,11.94,0.8,6.38,3.8,0.34,0.52,1.98,-0.04,-0.02,0.05,5.81,3.46,0.0379,TPIS3
-2.9,2014,-0.27,1.73,0.5,0.14,-2.65,8.14,0.95,-5.6,-35.86,0.25,-0.02,0.78,-0.33,-0.09,-0.05,-10.4,-66.6,0.0,TPIS3
6.64,2015,0.05,1.99,0.43,0.08,0.69,8.34,0.55,1.0,0.77,0.15,0.43,0.33,0.08,0.02,0.16,3.65,2.8,0.05,TPIS3
-1.68,2016,-0.22,2.53,0.48,0.04,-1.89,6.31,0.5,1.48,0.81,0.11,0.45,0.36,-0.3,-0.07,0.08,7.82,4.25,0.1577,TPIS3
-36.96,2017,-0.01,1.55,0.3,0.19,-0.09,7.56,0.44,1.32,0.76,0.13,0.52,0.4,-0.01,0.0,0.11,4.21,2.42,0.0,TPIS3
-0.72,2018,-0.32,2.01,0.16,0.08,-2.17,5.5,0.28,-3.16,-3.27,0.07,-0.07,0.23,-0.39,-0.1,-0.02,-23.18,-23.99,0.12179999999999999,TPIS3
-1.38,2019,-0.22,2.63,0.26,0.13,-1.23,4.27,0.4,-6.76,-8.16,0.08,-0.04,0.3,-0.29,-0.06,-0.01,-47.38,-57.17,0.0,TPIS3
-1.2,2020,-0.18,2.66,0.22,0.1,-1.06,4.15,0.31,-4.56,-4.84,0.06,-0.05,0.22,-0.25,-0.05,-0.01,-41.81,-44.37,0.0,TPIS3
-51.72,2010,-9.47,0.0,69.89,69.31,-30.74,575.88,2.76,-38.45,-38.74,2.73,-12.64,489.61,-0.05,-0.05,-0.73,-12.41,-12.5,0.0,PRIO3
-10.94,2011,-33.78,0.0,4.79,2.51,-51.91,661.03,0.86,-6.56,-6.8,0.62,-54.38,369.58,-0.08,-0.06,-0.13,-6.52,-6.75,0.0,PRIO3
-5.03,2012,-46.33,0.0,5.99,5.54,-0.94,12.39,0.38,-3.46,-3.79,0.33,-61.43,232.88,-0.08,-0.07,-0.12,-9.63,-10.56,0.0,PRIO3
-0.12,2013,-559.5,0.05,3.02,1.91,-7.52,4.89,0.19,-0.1,-0.1,0.15,-644.97,67.67,-1.54,-1.24,-1.98,-1.7,-1.72,0.0,PRIO3
-0.14,2014,-2.07,0.14,4.8,2.67,-33.75,20.88,0.22,-0.13,-0.15,0.13,-1.83,0.28,-1.62,-0.95,-1.94,-4.15,-4.98,0.0,PRIO3
1.48,2015,0.43,0.04,10.58,5.85,1.65,13.86,0.18,1.92,1.08,0.14,0.59,0.64,0.12,0.09,0.13,51.57,28.87,0.0,PRIO3
1.19,2016,0.61,0.04,9.89,7.23,18.27,63.23,0.34,1.11,0.87,0.27,0.83,0.72,0.29,0.22,0.56,16.5,12.95,0.0,PRIO3
21.58,2017,0.09,0.14,3.93,2.8,3.79,66.94,1.22,25.69,6.5,0.85,0.31,2.02,0.06,0.04,0.07,102.87,26.03,0.0,PRIO3
6.42,2018,0.24,0.28,2.81,2.15,15.45,75.43,1.32,7.74,5.35,0.86,0.29,1.56,0.2,0.13,0.26,25.02,17.31,0.0,PRIO3
7.43,2019,0.39,1.17,0.86,0.41,4.45,13.12,2.52,5.12,3.34,0.86,0.86,2.88,0.34,0.12,0.2,6.83,4.46,0.0,PRIO3
6.39,2020,0.43,1.33,0.72,0.18,5.14,16.45,2.0,4.59,2.95,0.7,0.92,2.72,0.31,0.11,0.17,7.31,4.71,0.0,PRIO3
65.65,2009,0.08,0.59,1.37,0.0,0.25,5.18,3.13,43.64,24.53,1.71,0.21,5.16,0.05,0.03,0.04,56.71,31.88,0.0,DTEX3
17.43,2010,0.17,0.46,1.96,0.72,1.02,7.54,2.37,11.41,7.51,1.32,0.4,2.98,0.14,0.08,0.13,12.86,8.47,0.0,DTEX3
12.97,2011,0.13,0.52,1.69,0.64,0.69,6.74,1.32,8.47,4.86,0.72,0.34,1.65,0.1,0.06,0.1,16.33,9.36,0.0,DTEX3
17.69,2012,0.14,0.6,1.86,0.81,0.84,7.32,2.03,11.77,6.84,1.05,0.35,2.4,0.11,0.06,0.11,13.85,8.05,0.0,DTEX3
15.27,2013,0.13,0.56,1.98,0.76,0.86,7.23,1.82,9.93,5.57,0.97,0.37,2.05,0.12,0.06,0.11,12.12,6.8,0.0,DTEX3
13.48,2014,0.1,0.61,1.79,0.69,0.6,6.95,1.16,8.57,4.34,0.61,0.31,1.34,0.09,0.04,0.08,16.04,8.11,0.0,DTEX3
20.38,2015,0.05,0.61,2.14,0.7,0.29,6.96,0.85,12.0,4.29,0.43,0.23,0.99,0.04,0.02,0.04,31.12,11.13,0.0458,DTEX3
180.93,2016,0.01,0.76,2.69,1.18,0.04,6.61,1.03,14.84,5.22,0.5,0.23,1.2,0.01,0.0,0.04,32.41,11.4,0.0,DTEX3
34.4,2017,0.05,0.67,1.95,0.69,0.27,6.82,1.35,15.12,6.45,0.67,0.25,1.6,0.04,0.02,0.05,24.54,10.47,0.0109,DTEX3
18.86,2018,0.09,0.62,1.76,0.56,0.63,6.7,1.77,11.15,5.29,0.85,0.31,1.65,0.09,0.05,0.09,13.53,6.42,0.0676,DTEX3
28.42,2019,0.08,0.6,1.64,0.58,0.59,7.13,2.35,18.07,8.51,1.08,0.27,2.31,0.08,0.04,0.07,15.53,7.31,0.0,DTEX3
19.53,2020,0.09,0.71,1.92,0.69,0.63,6.91,1.78,12.08,6.08,0.81,0.27,1.67,0.09,0.04,0.08,14.64,7.37,0.0301,DTEX3
17.41,2012,0.03,0.0,1.09,0.23,0.88,2.44,6.28,7.46,6.85,0.96,0.45,3.1,0.36,0.06,0.16,11.26,10.33,0.0,CVCB3
